Customer Number;Customer Name;Age;Gender;Country;Type of Commercial;Direction of Commercial;Time on Website (Min);Items Bought on Website
1812;Mark Thomas;59;Man;Sverige;Sidebarreklam;Husbil-Familj;5.96;1
1813;Jennifer Gonzalez;43;Kvinna;Norge;Popuppreklam med musik;Husbil-Sport;4.19;2
1814;Lisa Davis;23;Man;Tyskland;Sidebarreklam;Husbil-Budget;5.94;1
1815;Scott Parker;69;Man;Sverige;Popuppreklam med musik;Husbil-Budget;4.2;1
1816;Kevin Gallegos;53;Man;Sverige;Popuppreklam med musik;Husbil-Familj;4.2;1
1817;Gregory Figueroa;23;Man;Sverige;Helsidereklam;Husbil-Sport;4.27;3
1818;Michael Sandoval;32;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.23;2
1819;Andrew Miller;19;Kvinna;Norge;Sidebarreklam;Husbil-Budget;5.94;0
1820;Christopher Turner;64;Man;Norge;Popuppreklam med musik;Husbil-Sport;4.24;0
1821;Tracy Pitts;73;Man;Norge;Helsidereklam;Husbil-Familj;4.97;0
1822;Nathan Beasley;54;Man;Sverige;Helsidereklam;Husbil-Familj;4.47;3
1823;Rick Chapman;18;Man;Sverige;Helsidereklam;Husbil-Budget;4.82;1
1824;Miguel Jordan;77;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;5.93;1
1825;Juan Mueller;30;Man;Sverige;Sidebarreklam;Husbil-Sport;5.93;0
1826;Ashley Ramirez;26;Man;Sverige;Sidebarreklam;Husbil-Lyx;5.9;2
1827;Travis Bautista;22;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;4.24;1
1828;Debbie West;41;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;4.29;1
1829;Erik Cabrera;32;Man;Danmark;Sidebarreklam;Husbil-Familj;5.9;1
1830;Cheyenne Davila;44;Man;Sverige;Helsidereklam;Husbil-Budget;5.78;1
1831;Patricia Johnson;68;Kvinna;Norge;Sidebarreklam;Husbil-Sport;5.86;2
1832;Kimberly Jones;55;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.65;0
1833;Shannon Rubio;25;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.3;1
1834;James Andersen;62;Kvinna;England;Helsidereklam;Husbil-Sport;4.58;0
1835;Courtney Olson;21;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;5.84;2
1836;Anthony Morales;20;Man;Norge;Sidebarreklam;Husbil-Budget;5.82;2
1837;John Reynolds;21;Kvinna;Norge;Sidebarreklam;Husbil-Sport;5.81;1
1838;Seth Webster;50;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.31;3
1839;Emily Harris;60;Man;Sverige;Helsidereklam;Husbil-Sport;4.56;1
1840;Terry Rubio;46;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;4.33;1
1841;Justin Duncan;80;Kvinna;Sverige;Helsidereklam;Husbil-Budget;5.32;0
1842;Michael Hall;40;Man;Sverige;Helsidereklam;Husbil-Budget;5.02;3
1843;Christina Perry;67;Man;Norge;Helsidereklam;Husbil-Budget;5.35;0
1844;Richard Dillon;24;Man;Sverige;Popuppreklam med musik;Husbil-Budget;4.33;1
1845;David Jones;41;Man;Sverige;Helsidereklam;Husbil-Sport;5.61;1
1846;Edward Chang;63;Man;Norge;Helsidereklam;Husbil-Budget;5.27;2
1847;Miss Sharon Poole DVM;72;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;5.8;0
1848;Tiffany Houston;31;Man;Danmark;Sidebarreklam;Husbil-Lyx;5.79;1
1849;Alexis Hodge DDS;52;Man;Sverige;Helsidereklam;Husbil-Lyx;5.41;3
1850;Robert Cannon;26;Kvinna;Norge;Helsidereklam;Husbil-Lyx;5.75;1
1851;Julia Vance;35;Kvinna;England;Helsidereklam;Husbil-Familj;5.11;2
1852;Jaime Gross;57;Man;England;Popuppreklam med musik;Husbil-Sport;4.34;1
1853;James Kirby;78;Man;Sverige;Helsidereklam;Husbil-Budget;5.78;0
1854;Pamela Hess;57;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;4.34;2
1855;Jack Ross;67;Kvinna;Tyskland;Popuppreklam med musik;Husbil-Familj;4.34;2
1856;Valerie Perez;73;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;5.79;1
1857;Kristin Johnson;40;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;4.37;1
1858;Amy Alvarez;23;Man;Tyskland;Helsidereklam;Husbil-Sport;5.77;3
1859;Ronald Schneider;44;Kvinna;Norge;Helsidereklam;Husbil-Budget;4.49;4
1860;Brian Carter;28;Man;Danmark;Sidebarreklam;Husbil-Familj;5.76;1
1861;Kelly Griffin;59;Man;Norge;Helsidereklam;Husbil-Familj;4.53;2
1862;Anthony Rogers;54;Man;Norge;Popuppreklam med musik;Husbil-Lyx;4.38;1
1863;Samantha George;67;Man;Sverige;Sidebarreklam;Husbil-Budget;5.73;2
1864;Victoria Gibson;48;Man;Sverige;Sidebarreklam;Husbil-Budget;5.72;0
1865;Sherri Green;58;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;5.72;2
1866;William Moody;73;Man;England;Popuppreklam med musik;Husbil-Sport;4.38;0
1867;Richard Cameron;54;Man;Sverige;Sidebarreklam;Husbil-Familj;5.71;1
1868;David Nguyen;56;Man;Sverige;Helsidereklam;Husbil-Familj;5.19;2
1869;Alyssa Ramos;54;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.39;1
1870;Jacqueline Tate;79;Man;Norge;Helsidereklam;Husbil-Budget;5.25;1
1871;Cameron Wright;44;Man;Sverige;Sidebarreklam;Husbil-Lyx;5.69;1
1872;Ryan Brown;23;Kvinna;Danmark;Helsidereklam;Husbil-Familj;4.89;2
1873;Sean Dudley;45;Man;Sverige;Sidebarreklam;Husbil-Lyx;5.69;0
1874;James Edwards;75;Man;Sverige;Popuppreklam med musik;Husbil-Budget;4.39;1
1875;Sean Haynes;47;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;4.39;2
1876;Jason Thomas;26;Man;Sverige;Sidebarreklam;Husbil-Budget;5.69;1
1877;Gary Keller;52;Kvinna;Sverige;Sidebarreklam;Husbil-Familj;5.68;0
1878;James Peters;52;Kvinna;Sverige;Popuppreklam med musik;Husbil-Familj;4.4;4
1879;Molly Peterson;61;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;4.41;2
1880;Stephanie Rodriguez;33;Kvinna;Danmark;Helsidereklam;Husbil-Budget;4.86;1
1881;Mary Sparks;28;Man;Norge;Sidebarreklam;Husbil-Sport;5.66;3
1882;Adam Williams;66;Kvinna;Norge;Sidebarreklam;Husbil-Sport;5.66;1
1883;Jeff Macias;30;Man;Sverige;Sidebarreklam;Husbil-Lyx;5.65;1
1884;James Santana;48;Man;Norge;Popuppreklam med musik;Husbil-Lyx;4.41;3
1885;Abigail Johnson;23;Man;Sverige;Helsidereklam;Husbil-Budget;5.03;1
1886;Angela Cervantes;72;Man;Sverige;Helsidereklam;Husbil-Budget;4.62;1
1887;Charles Elliott;19;Man;Norge;Sidebarreklam;Husbil-Budget;5.64;2
1888;Dennis Henry;80;Kvinna;Tyskland;Popuppreklam med musik;Husbil-Familj;4.42;0
1889;Robert Hernandez;68;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.44;2
1890;Sheryl Hernandez;73;Kvinna;Norge;Sidebarreklam;Husbil-Budget;5.62;0
1891;Angela Avila;54;Man;Sverige;Popuppreklam med musik;Husbil-Familj;4.47;1
1892;Anthony Marshall;77;Man;Sverige;Helsidereklam;Husbil-Lyx;5.46;4
1893;Christine Carter;65;Man;Norge;Helsidereklam;Husbil-Sport;5.37;0
1894;Adam Raymond;50;Man;Norge;Sidebarreklam;Husbil-Familj;5.59;1
1895;Veronica Romero;78;Man;Sverige;Sidebarreklam;Husbil-Familj;5.59;0
1896;Jennifer Ramos;61;Man;Danmark;Sidebarreklam;Husbil-Sport;5.56;1
1897;Kim Meyer;41;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;5.55;0
1898;Edward Taylor;69;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;4.47;1
1899;Jeffrey Harrington;55;Man;Norge;Helsidereklam;Husbil-Lyx;4.53;1
1900;Taylor Mclaughlin;54;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.51;0
1901;Drew Robinson;22;Man;Sverige;Popuppreklam med musik;Husbil-Familj;4.52;2
1902;Elaine Jones;31;Man;Sverige;Sidebarreklam;Husbil-Lyx;5.54;1
1903;Matthew Ramos;19;Man;Sverige;Helsidereklam;Husbil-Sport;4.8;3
1904;Timothy Robinson;40;Man;Sverige;Sidebarreklam;Husbil-Sport;5.54;2
1905;Crystal Graham;65;Man;Sverige;Sidebarreklam;Husbil-Budget;5.54;0
1906;Kim Hood;70;Kvinna;Sverige;Helsidereklam;Husbil-Budget;5.05;0
1907;Julie Wright;73;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.77;1
1908;Leslie Chavez;37;Man;Tyskland;Popuppreklam med musik;Husbil-Sport;4.52;3
1909;Patrick Herrera;53;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;5.53;1
1910;Caitlyn Wheeler;36;Kvinna;Danmark;Helsidereklam;Husbil-Familj;4.65;2
1911;Mark Jones;30;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;4.55;1
1912;Michael Miller;66;Man;Sverige;Popuppreklam med musik;Husbil-Familj;4.56;3
1913;Amy Rosario;75;Man;Norge;Sidebarreklam;Husbil-Budget;5.52;0
1914;Jocelyn King;18;Man;Sverige;Popuppreklam med musik;Husbil-Familj;4.57;2
1915;Tammy Wright;44;Kvinna;Norge;Helsidereklam;Husbil-Familj;5.49;3
1916;Bethany Nguyen;74;Man;Sverige;Helsidereklam;Husbil-Familj;4.74;1
1917;Virginia Gamble;50;Man;Norge;Sidebarreklam;Husbil-Lyx;5.52;1
1918;Ebony Cooper;73;Man;Sverige;Helsidereklam;Husbil-Sport;5.29;1
1919;James Scott;63;Man;Sverige;Helsidereklam;Husbil-Budget;4.63;2
1920;Monica Decker;60;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;5.47;2
1921;Lauren Collins;28;Man;Norge;Sidebarreklam;Husbil-Familj;5.44;4
1922;Nicholas Weiss;64;Man;Danmark;Sidebarreklam;Husbil-Budget;5.43;1
1923;Brandon Wade;64;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;5.24;1
1924;Jeffrey Santiago;75;Kvinna;Norge;Sidebarreklam;Husbil-Lyx;5.41;2
1925;Stacy Long;25;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;4.6;3
1926;Virginia Powell;66;Man;Norge;Helsidereklam;Husbil-Sport;5.11;1
1927;Erica Chavez;50;Man;Sverige;Helsidereklam;Husbil-Sport;5.34;1
1928;Roger Johnston;23;Man;Norge;Helsidereklam;Husbil-Lyx;4.65;0
1929;Robert Valentine;29;Man;Danmark;Helsidereklam;Husbil-Budget;4.67;4
1930;John Arellano;37;Man;Danmark;Popuppreklam med musik;Husbil-Sport;4.61;1
1931;Patricia Patterson;78;Man;Danmark;Helsidereklam;Husbil-Familj;5.2;1
1932;Scott Hood;70;Kvinna;Norge;Sidebarreklam;Husbil-Sport;5.36;2
1933;Matthew Lynch;30;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;4.65;2
1934;James Mcdonald DDS;77;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.66;1
1935;Lauren Walsh;31;Kvinna;Danmark;Sidebarreklam;Husbil-Lyx;5.34;3
1936;Wendy Brown;32;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;4.68;1
1937;Bryan Cummings;58;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;4.7;3
1938;Bradley Ortega;55;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.71;0
1939;Joel Johnson;51;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.71;0
1940;Laura Morse;29;Kvinna;Danmark;Helsidereklam;Husbil-Budget;5.18;1
1941;Rachel Garrett;69;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.33;1
1942;Cody James;21;Man;England;Popuppreklam med musik;Husbil-Budget;4.73;1
1943;Nicholas Matthews;57;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;4.73;0
1944;Tanya Morris;33;Man;Sverige;Sidebarreklam;Husbil-Sport;5.33;1
1945;Rebecca Collins;58;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.74;1
1946;Jonathan Scott;29;Man;Sverige;Helsidereklam;Husbil-Familj;4.77;1
1947;Brian Burns;40;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;5.33;2
1948;Mark Mccoy;69;Kvinna;Norge;Helsidereklam;Husbil-Lyx;5.3;5
1949;Brian Ortiz;49;Man;Norge;Helsidereklam;Husbil-Budget;5.09;2
1950;Joseph Brock;56;Man;Norge;Helsidereklam;Husbil-Sport;4.75;0
1951;Vanessa Lewis;51;Man;Sverige;Helsidereklam;Husbil-Sport;5.22;4
1952;Lisa Mueller;39;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.75;2
1953;Suzanne Rodriguez;67;Man;Tyskland;Helsidereklam;Husbil-Lyx;4.77;2
1954;Amber Gonzalez;21;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.76;1
1955;Eric Frank;41;Kvinna;Danmark;Helsidereklam;Husbil-Budget;5.27;0
1956;Matthew Miller;36;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;4.77;1
1957;Amy Jones;64;Man;England;Popuppreklam med musik;Husbil-Lyx;4.79;0
1958;Andrea Hogan;35;Man;Norge;Popuppreklam med musik;Husbil-Familj;4.8;3
1959;Brian Martinez;20;Kvinna;Norge;Sidebarreklam;Husbil-Sport;5.31;1
1960;Stacey Long;26;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;5.3;2
1961;Alexandria Lyons;29;Man;Danmark;Popuppreklam med musik;Husbil-Familj;4.8;2
1962;Spencer Pierce;47;Man;Norge;Sidebarreklam;Husbil-Lyx;5.27;0
1963;Kevin Richard;20;Man;Norge;Sidebarreklam;Husbil-Budget;5.22;2
1964;Thomas Shea;26;Kvinna;Norge;Sidebarreklam;Husbil-Familj;5.22;3
1965;Ashley Aguilar;53;Man;Danmark;Helsidereklam;Husbil-Budget;5.17;0
1966;Sharon Morris;28;Man;Sverige;Helsidereklam;Husbil-Familj;5.21;0
1967;Bobby Allen;29;Kvinna;Norge;Helsidereklam;Husbil-Sport;4.89;1
1968;Allison Allen;23;Kvinna;Sverige;Popuppreklam med musik;Husbil-Sport;4.81;3
1969;Mary Simpson;50;Kvinna;Norge;Sidebarreklam;Husbil-Sport;5.21;2
1970;Mrs. Megan Price;21;Man;Danmark;Popuppreklam med musik;Husbil-Budget;4.81;1
1971;Emily Gaines;50;Kvinna;Sverige;Sidebarreklam;Husbil-Lyx;5.19;1
1972;Kent Lyons;21;Man;Norge;Sidebarreklam;Husbil-Sport;5.19;1
1973;Donna Baker;36;Man;Norge;Sidebarreklam;Husbil-Budget;5.17;0
1974;Donna Cunningham;79;Kvinna;Sverige;Popuppreklam med musik;Husbil-Lyx;4.81;0
1975;Kara Tucker;31;Man;Sverige;Helsidereklam;Husbil-Budget;5.06;0
1976;Sean Fleming;54;Man;Sverige;Helsidereklam;Husbil-Budget;5.12;2
1977;Steven Johnson;24;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;5.14;0
1978;Christine Vincent;26;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;4.84;0
1979;Rhonda Watson;45;Kvinna;Norge;Popuppreklam med musik;Husbil-Sport;4.85;2
1980;Thomas Oneill;68;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;5.13;1
1981;Christine Brown;70;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;5.13;0
1982;John Long;34;Man;Norge;Sidebarreklam;Husbil-Familj;5.12;1
1983;Brian Bailey;66;Man;Norge;Helsidereklam;Husbil-Familj;4.96;3
1984;Kathryn Beard;27;Man;England;Popuppreklam med musik;Husbil-Budget;4.85;1
1985;John Johnson;68;Man;Norge;Popuppreklam med musik;Husbil-Familj;4.85;2
1986;Michael Rios;37;Kvinna;England;Sidebarreklam;Husbil-Budget;5.12;2
1987;Brittany Anderson;25;Kvinna;Tyskland;Helsidereklam;Husbil-Sport;4.89;0
1988;Kristen Cooper;30;Man;Sverige;Popuppreklam med musik;Husbil-Sport;4.91;1
1989;Sarah Taylor;28;Man;Danmark;Sidebarreklam;Husbil-Familj;5.09;1
1990;Juan Miller;73;Man;Norge;Sidebarreklam;Husbil-Sport;5.09;1
1991;Robert Stanton;32;Man;Norge;Popuppreklam med musik;Husbil-Familj;4.92;1
1992;Vanessa Thompson;51;Man;Tyskland;Helsidereklam;Husbil-Budget;5.06;1
1993;Alexandra Martinez;51;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;4.96;1
1994;Jason Malone;42;Man;Norge;Popuppreklam med musik;Husbil-Sport;4.97;1
1995;Benjamin Copeland;66;Man;Norge;Popuppreklam med musik;Husbil-Budget;4.97;1
1996;Kelsey Robles;76;Man;Sverige;Sidebarreklam;Husbil-Budget;5.06;0
1997;Anthony Lynn;70;Man;Norge;Sidebarreklam;Husbil-Familj;5.04;4
1998;Bradley Perez;30;Man;Norge;Helsidereklam;Husbil-Familj;5.02;3
1999;Kelly Preston;46;Man;Sverige;Sidebarreklam;Husbil-Sport;5.04;1
